,客户编号,客户公司名称,客户公司编号,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,第一选择基金,第二选择基金,第三选择基金,第四选择基金
1108,C1109,公司6,363609,11.0,19.0,11.01856777,126.0,0.284243974,1.0,1.0,55.0,16.48693151,5.0,0.208883795,6.0,21.0,18.34764963,4.184475357,7.0,24.75219011,86.0,63.33283482,8.0,10.50149094,,,7.0,10.26777229,0.0,31.32965512,14.45915085,40.24450976,3.0,1.0,31.0,13.15317133,1.0,11.0,3.0,6.0,25.0,68.0,16.12064697,J0145,  ,  ,  
9178,C9179,公司9,817216,4.0,45.0,3.684079167,81.0,0.092849421,1.0,14.0,,13.10018479,66.0,0.614923454,7.0,20.0,4.667468486,4.536803758,,7.601084519,34.0,13.90974838,8.0,9.365457401,,56.0,54.0,6.852518992,0.0,84.02439372,19.77362308,83.4253526,4.0,1.0,94.0,1.185400751,1.0,6.0,6.0,6.0,16.0,20.0,6.179854655,  ,  ,  ,  
10851,C10852,公司15,2271049,4.0,65.0,,190.0,0.041279985,1.0,16.0,166.0,16.7737744,54.0,0.294028901,5.0,15.0,18.96651886,22.69819366,81.0,5.605665958,49.0,52.2935547,18.0,10.95551557,,27.0,40.0,4.766000577,0.0,10.30887208,8.966606754,18.77959323,3.0,1.0,71.0,16.89774837,1.0,12.0,2.0,2.0,23.0,24.0,86.18337599,  ,  ,  ,  
3229,C3230,公司6,363609,3.0,48.0,20.14589149,32.0,0.4174842,1.0,16.0,147.0,22.22990572,38.0,0.170215364,2.0,65.0,9.406707107,12.57576922,51.0,7.246640825,87.0,22.83549004,10.0,15.83256945,,22.0,31.0,14.45889879,0.0,63.7602902,11.82916139,77.37367215,1.0,1.0,28.0,2.896398039,1.0,5.0,7.0,10.0,95.0,17.0,13.31211952,  ,  ,  ,  
8455,C8456,公司7,494209,12.0,3.0,12.66157398,43.0,0.517724781,1.0,1.0,19.0,26.36036874,12.0,0.772192524,9.0,40.0,16.05837551,,37.0,16.57976795,75.0,54.95091705,2.0,17.50251062,,60.0,33.0,4.794186868,0.0,50.39990147,8.207648198,58.8854677,5.0,1.0,26.0,3.67938643,1.0,6.0,2.0,9.0,91.0,85.0,10.11098902,J0159,J0087,J0131,  
6975,C6976,公司10,1010025,8.0,61.0,0.777553421,66.0,0.869003363,1.0,2.0,120.0,25.20009872,34.0,0.539290732,10.0,32.0,17.90195164,17.84477229,3.0,5.995391678,10.0,,17.0,18.06735085,,84.0,34.0,17.81222796,0.0,71.89623552,7.665111435,33.64481548,1.0,1.0,11.0,3.254245427,1.0,3.0,1.0,12.0,40.0,7.0,43.37796617,  ,  ,  ,  
8740,C8741,公司3,90601,11.0,3.0,25.51760882,2.0,0.746614424,1.0,13.0,74.0,3.324795476,47.0,0.195501799,7.0,6.0,4.451647078,23.02199902,91.0,11.0818542,5.0,2.777294644,5.0,5.793135202,,60.0,2.0,2.281962154,0.0,21.42629047,11.08993993,66.99588239,2.0,1.0,52.0,14.04360752,1.0,2.0,4.0,5.0,80.0,80.0,45.71233435,J0014,  ,  ,  
3319,C3320,公司16,2585664,1.0,42.0,12.46064403,37.0,0.58113485,1.0,15.0,69.0,2.622801555,37.0,0.55610514,10.0,31.0,19.44169396,3.063739433,77.0,5.274214956,20.0,74.8165833,11.0,0.544476987,,41.0,47.0,1.949467585,0.0,8.594953889,2.035564389,79.95944439,4.0,1.0,76.0,5.975849236,1.0,4.0,5.0,2.0,10.0,66.0,61.24058463,  ,  ,  ,  
9920,C9921,公司4,161604,2.0,55.0,3.65103572,20.0,0.198597851,1.0,5.0,18.0,32.88941487,35.0,0.947574597,12.0,36.0,10.09445254,10.44146508,78.0,4.167406927,72.0,38.90168761,4.0,11.66826326,,78.0,33.0,6.389399813,0.0,91.76894676,7.946582072,68.58243785,5.0,1.0,96.0,4.371448011,1.0,8.0,6.0,7.0,40.0,38.0,26.58891606,J0121,  ,  ,  
1739,C1740,公司14,1979649,9.0,35.0,22.3581555,48.0,0.158595937,1.0,2.0,186.0,33.43152454,22.0,0.6430475,7.0,17.0,1.837012586,3.264332425,29.0,14.69683827,49.0,77.39597948,,13.24254276,,83.0,48.0,18.17124312,0.0,62.71792987,11.0021194,6.929529978,5.0,1.0,51.0,15.82073874,1.0,12.0,3.0,2.0,95.0,69.0,29.01163488,  ,  ,  ,  
230,C0231,公司7,494209,3.0,50.0,26.29195011,100.0,0.770836837,1.0,17.0,51.0,27.64602473,68.0,0.817440455,3.0,69.0,19.88667513,6.025192885,3.0,13.03558063,3.0,56.67162278,1.0,2.017225726,,8.0,54.0,18.35773714,0.0,2.849353003,5.273469594,48.06221491,1.0,1.0,41.0,16.46498111,1.0,12.0,2.0,3.0,91.0,22.0,,J0054,  ,  ,  
10509,C10510,公司2,40401,6.0,71.0,27.23331848,23.0,0.149280792,1.0,4.0,23.0,18.17460296,69.0,0.65071243,9.0,23.0,5.317421309,20.13367896,23.0,29.79325,80.0,0.840173826,17.0,18.05464977,,19.0,13.0,17.49268055,0.0,64.45607624,2.801888456,57.12023777,1.0,1.0,67.0,4.177049535,1.0,3.0,4.0,8.0,1.0,52.0,20.43856453,  ,  ,  ,  
898,C0899,公司18,3272481,8.0,62.0,25.66068639,74.0,0.863500358,1.0,8.0,91.0,22.81496663,56.0,0.141321307,5.0,20.0,7.913208878,3.995154636,42.0,4.165553406,41.0,3.4661136,3.0,7.08105146,,76.0,5.0,11.24662551,0.0,29.27629535,2.463570272,35.99399508,1.0,1.0,16.0,9.305237362,1.0,5.0,1.0,1.0,76.0,72.0,83.60745532,J0031,J0009,  ,  
5762,C5763,公司6,363609,10.0,66.0,22.19928194,2.0,0.398397855,1.0,7.0,168.0,19.65183879,54.0,0.915654911,11.0,43.0,18.88053247,23.47952997,48.0,9.98418943,84.0,85.64974224,6.0,7.569145527,,20.0,6.0,12.09015103,0.0,62.10042264,18.85864114,68.21770994,2.0,1.0,49.0,17.20177718,1.0,1.0,3.0,7.0,25.0,61.0,36.38820373,J0167,  ,  ,  
7135,C7136,公司13,1705636,10.0,60.0,5.81014347,150.0,0.350179018,1.0,13.0,8.0,9.329130496,47.0,0.303453308,12.0,,0.383719345,0.446159821,12.0,30.87667712,30.0,2.273755184,8.0,5.862100477,,50.0,33.0,17.08306459,0.0,25.72286206,11.92738595,41.03908041,3.0,1.0,62.0,15.81561674,1.0,1.0,6.0,8.0,83.0,89.0,3.676140442,  ,  ,  ,  
8132,C8133,公司10,1010025,12.0,32.0,33.93654192,85.0,0.8477678,1.0,10.0,6.0,20.64239587,35.0,0.540699825,9.0,4.0,12.5543515,30.52454856,80.0,21.02431485,4.0,7.163791558,7.0,3.451039208,,64.0,48.0,17.45921451,0.0,89.82860536,11.46968962,57.88278494,5.0,1.0,16.0,13.93065169,1.0,12.0,2.0,9.0,1.0,62.0,29.30647969,  ,  ,  ,  
7100,C7101,公司1,10000,4.0,14.0,9.077172457,62.0,0.596488785,1.0,15.0,174.0,32.1145762,18.0,0.245572927,9.0,37.0,3.664504043,13.99277883,76.0,7.321662282,22.0,15.78470745,9.0,18.60760357,,48.0,35.0,18.4729575,0.0,31.78845724,17.68231954,46.9628536,3.0,1.0,51.0,0.757450426,1.0,1.0,4.0,7.0,22.0,19.0,76.18895748,J0141,  ,  ,  
6663,C6664,公司7,494209,4.0,23.0,16.19374053,129.0,,1.0,4.0,47.0,28.61043838,2.0,0.702128599,11.0,13.0,4.372443805,10.5366775,55.0,1.633304558,78.0,36.28406783,10.0,0.390518541,,71.0,54.0,8.027806685,0.0,82.05748099,5.011824428,37.71642707,1.0,1.0,,17.68367793,1.0,6.0,4.0,1.0,49.0,19.0,18.72906304,  ,  ,  ,  
4755,C4756,公司11,1221025,11.0,9.0,8.707875102,91.0,0.73480744,1.0,4.0,88.0,19.46700015,16.0,0.365496098,,44.0,16.0254024,4.496157617,17.0,30.98738903,2.0,55.0059123,2.0,12.05686301,,66.0,60.0,11.74608822,0.0,30.10851788,10.0305989,62.09233503,1.0,1.0,96.0,2.592331917,1.0,9.0,1.0,10.0,68.0,65.0,18.26285812,J0196,J0096,  ,  
8975,C8976,公司3,90601,7.0,16.0,23.78029626,148.0,0.221297814,1.0,15.0,104.0,8.173372428,15.0,0.361272643,3.0,64.0,5.000393425,21.2957204,18.0,32.45438359,80.0,18.59412835,9.0,6.797122935,,32.0,15.0,13.20755543,0.0,52.02727745,11.63729954,64.53198377,5.0,1.0,14.0,9.026590616,1.0,2.0,7.0,8.0,94.0,20.0,6.269832829,J0018,J0183,  ,  
1563,C1564,公司15,2271049,9.0,5.0,27.70111805,164.0,0.964529352,1.0,1.0,162.0,16.64455854,44.0,0.062860661,9.0,33.0,16.87783587,27.96590563,91.0,30.26421712,22.0,68.72573342,1.0,0.085521171,,45.0,21.0,,0.0,30.81787497,15.32605525,37.7741833,4.0,1.0,47.0,17.67428407,1.0,2.0,2.0,2.0,87.0,39.0,9.472885209,  ,  ,  ,  
4112,C4113,公司15,2271049,12.0,14.0,20.76359745,86.0,0.527488517,1.0,12.0,88.0,30.92146167,25.0,0.220594962,4.0,17.0,14.37609636,19.85688479,62.0,25.87248381,36.0,26.74722745,9.0,18.52572332,,44.0,31.0,15.48186892,0.0,83.46336452,3.198017855,9.690650649,3.0,1.0,30.0,18.30197786,1.0,12.0,,2.0,44.0,60.0,71.65575443,J0095,  ,  ,  
9058,C9059,公司18,3272481,10.0,19.0,5.85207618,180.0,0.432874476,1.0,9.0,124.0,29.14819187,45.0,0.20255598,12.0,61.0,10.51538433,17.95823093,81.0,9.428167353,32.0,30.83657163,8.0,18.84357702,,29.0,50.0,19.82840861,0.0,63.74173325,7.360791432,76.10430923,3.0,1.0,14.0,0.118809479,1.0,1.0,6.0,3.0,33.0,53.0,90.52565521,  ,  ,  ,  
3071,C3072,公司17,2917264,6.0,65.0,20.8824769,148.0,0.731333348,1.0,12.0,70.0,21.34258,46.0,0.567316094,4.0,2.0,15.50480401,12.09939804,45.0,32.28546619,80.0,86.78919951,10.0,1.567669749,,58.0,27.0,16.23716442,0.0,38.75197185,5.163877401,6.787376864,4.0,1.0,94.0,15.71654359,1.0,11.0,1.0,11.0,10.0,38.0,5.415800964,J0025,J0186,J0045,J0002
9341,C9342,公司19,3644281,2.0,64.0,18.5101973,66.0,0.538431069,1.0,10.0,162.0,23.98426003,17.0,0.671330312,4.0,45.0,2.986017798,32.30258304,5.0,0.960794958,73.0,56.96422914,10.0,4.272731357,,45.0,39.0,0.915186754,0.0,19.07632213,14.66289302,90.17587883,4.0,1.0,31.0,4.526932737,1.0,11.0,5.0,2.0,83.0,86.0,14.06314264,J0070,  ,  ,  
11756,C11757,公司7,494209,11.0,7.0,7.946064843,102.0,0.216749194,1.0,3.0,121.0,3.66680907,33.0,0.692124218,2.0,4.0,4.829128906,22.60923129,54.0,12.26388201,44.0,44.38022005,14.0,10.93300987,,16.0,5.0,9.131505848,0.0,69.03091827,3.635011122,57.15312699,4.0,1.0,35.0,18.45819291,1.0,9.0,5.0,7.0,95.0,90.0,54.8117506,J0197,  ,  ,  
9314,C9315,公司10,1010025,11.0,55.0,30.02336535,185.0,0.303329343,1.0,3.0,135.0,17.14061412,13.0,0.193214799,6.0,39.0,19.25223339,10.69386232,23.0,9.753865799,87.0,74.60378733,6.0,11.88735847,,57.0,40.0,14.86734773,0.0,9.464165794,1.88288687,12.2401635,4.0,1.0,47.0,7.097986621,1.0,2.0,3.0,11.0,27.0,4.0,4.934462426,  ,  ,  ,  
3433,C3434,公司18,3272481,11.0,45.0,6.46071107,63.0,0.435490728,1.0,16.0,9.0,30.79839423,66.0,0.112141092,1.0,36.0,13.87288077,6.894270053,56.0,23.13683691,95.0,37.70694405,2.0,17.84441342,,51.0,25.0,19.86138411,0.0,47.34478031,12.38445709,24.73493665,2.0,1.0,92.0,1.45722418,1.0,1.0,7.0,6.0,26.0,89.0,23.07980676,J0195,  ,  ,  
8786,C8787,公司19,3644281,1.0,64.0,21.6790131,186.0,0.26652967,1.0,9.0,107.0,23.18367937,58.0,0.007332763,11.0,71.0,12.55247997,4.970729179,88.0,12.62715963,28.0,79.91048924,5.0,13.54813241,,59.0,12.0,3.941182981,0.0,30.8099352,3.951149182,22.36608219,1.0,1.0,78.0,1.090571054,1.0,11.0,4.0,12.0,69.0,39.0,30.5403097,J0108,J0071,  ,  
9505,C9506,公司12,1454436,8.0,21.0,18.23700179,51.0,0.513244054,1.0,15.0,107.0,1.12500754,30.0,0.729713979,9.0,67.0,9.189718854,29.71313167,79.0,26.39245635,8.0,68.97671736,15.0,0.626559385,,48.0,51.0,15.4813526,0.0,52.12712673,19.35069762,57.14005725,1.0,1.0,36.0,13.1894799,1.0,5.0,4.0,9.0,65.0,68.0,22.5218363,J0054,  ,  ,  
10725,C10726,公司15,2271049,5.0,52.0,18.77733365,72.0,0.843200547,1.0,10.0,184.0,31.15581995,7.0,0.148115597,6.0,32.0,13.94950735,3.042785592,38.0,5.716640166,86.0,23.17258175,1.0,1.3027721,,1.0,65.0,14.44027783,0.0,41.04861021,3.910563418,29.49215454,,1.0,44.0,18.40326466,1.0,8.0,5.0,3.0,59.0,18.0,59.56957359,  ,  ,  ,  
11124,C11125,公司13,1705636,12.0,61.0,10.00156912,89.0,0.182317893,1.0,12.0,197.0,23.3744228,55.0,0.143401879,11.0,50.0,5.374738495,14.40172401,51.0,16.26405496,75.0,13.61779928,8.0,18.84157089,,75.0,67.0,18.7957472,0.0,38.83051057,8.872176889,,1.0,1.0,86.0,3.028405006,1.0,9.0,3.0,11.0,66.0,78.0,23.44532742,  ,  ,  ,  
5147,C5148,公司19,3644281,10.0,41.0,29.23383071,172.0,0.502936079,1.0,9.0,136.0,7.817042576,71.0,0.220229579,11.0,6.0,6.383719558,29.72101143,55.0,27.64469738,19.0,80.30567449,11.0,14.60090492,,65.0,31.0,8.720547483,0.0,85.79995901,0.416958518,24.8778961,5.0,1.0,31.0,5.937913099,1.0,8.0,4.0,1.0,37.0,31.0,35.9137397,J0047,J0078,  ,  
7095,C7096,公司8,646416,1.0,68.0,7.737905834,180.0,0.105142579,1.0,18.0,31.0,2.760982186,21.0,0.916561605,11.0,45.0,12.19525154,18.75407186,28.0,31.72153798,18.0,73.65782453,11.0,5.568966198,,61.0,58.0,15.27500428,0.0,64.82082813,8.650220396,42.51742542,1.0,1.0,76.0,10.54848338,1.0,5.0,2.0,7.0,32.0,3.0,36.45076507,J0163,  ,  ,  
7852,C7853,公司1,10000,3.0,56.0,7.780277993,156.0,0.304022065,1.0,8.0,60.0,32.37196279,45.0,0.683276283,3.0,51.0,9.920008697,3.507794946,7.0,33.20107116,84.0,44.90230601,8.0,9.123701605,,80.0,66.0,13.85162625,0.0,52.10238778,16.24154138,84.56768926,5.0,1.0,76.0,19.15320632,1.0,7.0,1.0,10.0,42.0,76.0,11.5152297,  ,  ,  ,  
8390,C8391,公司7,494209,2.0,38.0,10.54111247,33.0,0.939491932,1.0,11.0,173.0,6.530847149,13.0,0.713534901,4.0,63.0,17.56092291,4.84034564,21.0,26.96767355,44.0,84.78277717,18.0,17.6945177,,47.0,52.0,18.91004674,0.0,6.001040665,3.598070945,50.80657138,5.0,1.0,12.0,13.2825669,1.0,12.0,3.0,9.0,95.0,92.0,51.00784476,  ,  ,  ,  
9321,C9322,公司3,90601,7.0,31.0,25.68456244,24.0,0.579541638,1.0,10.0,12.0,24.53834776,62.0,0.205498825,12.0,4.0,19.57845175,0.786265015,13.0,22.48208791,73.0,38.54393496,4.0,18.02797639,,90.0,29.0,15.79327447,0.0,55.02653854,1.427982964,85.90278881,4.0,1.0,29.0,19.66074093,1.0,7.0,3.0,12.0,92.0,65.0,53.74643494,  ,  ,  ,  
11490,C11491,公司10,1010025,12.0,16.0,25.39804699,27.0,0.557524313,1.0,13.0,152.0,30.2445808,22.0,0.06210533,3.0,27.0,0.89071959,7.753244589,46.0,32.60618933,92.0,47.68733621,15.0,4.693783833,,65.0,50.0,12.39642628,0.0,47.66750218,7.657366568,58.51135196,3.0,1.0,75.0,13.22275045,1.0,4.0,6.0,12.0,60.0,24.0,46.2963446,  ,  ,  ,  
3573,C3574,公司6,363609,8.0,44.0,21.034051,161.0,0.972568198,1.0,15.0,145.0,33.36729371,37.0,0.778926795,6.0,67.0,19.61978255,9.416549696,92.0,10.83843329,62.0,14.78504773,14.0,19.9460335,,76.0,56.0,12.90133638,0.0,24.54193009,18.57645031,35.00072793,3.0,1.0,8.0,0.949839753,1.0,7.0,1.0,1.0,63.0,42.0,52.85940042,J0060,  ,  ,  
5844,C5845,公司8,646416,2.0,46.0,15.06330588,181.0,0.086548574,1.0,3.0,95.0,30.78790506,35.0,0.34614647,4.0,32.0,5.673648255,28.09764246,80.0,5.700024813,41.0,31.68032109,9.0,2.870266488,,32.0,35.0,11.28723358,0.0,33.35739469,8.439067239,62.40442629,4.0,1.0,23.0,11.88121447,1.0,7.0,1.0,9.0,24.0,82.0,46.69739001,J0007,J0048,J0173,J0124
10739,C10740,公司4,161604,,54.0,0.226970387,105.0,0.999944185,1.0,15.0,4.0,22.26370095,62.0,0.572705168,1.0,,6.47127622,5.135671074,40.0,5.063282269,46.0,70.0604848,4.0,5.220263857,,15.0,69.0,17.07803303,0.0,71.70024357,1.933722727,8.530373073,2.0,1.0,39.0,14.95067555,1.0,10.0,7.0,11.0,60.0,56.0,5.571899339,  ,  ,  ,  
9412,C9413,公司17,2917264,9.0,39.0,15.91856004,85.0,0.833334762,1.0,9.0,85.0,17.76730004,11.0,0.91330211,8.0,38.0,18.22095534,32.47642422,41.0,11.44439434,15.0,9.891198265,6.0,9.651315021,,29.0,12.0,0.30206141,0.0,27.72822359,7.140801628,,1.0,1.0,12.0,16.58801295,1.0,2.0,5.0,4.0,16.0,52.0,12.81529793,J0132,  ,  ,  
3375,C3376,公司19,3644281,2.0,14.0,13.67293676,94.0,0.261154602,1.0,18.0,43.0,7.099330764,42.0,0.250938482,4.0,49.0,9.239563751,0.150099565,54.0,27.75638027,24.0,47.37493438,7.0,4.831761498,,96.0,60.0,4.43893216,0.0,63.16158555,13.51800541,2.06826625,5.0,1.0,9.0,18.78944787,1.0,5.0,3.0,6.0,40.0,52.0,90.64835141,  ,  ,  ,  
2840,C2841,公司14,1979649,12.0,59.0,15.2988558,25.0,0.702042703,1.0,17.0,79.0,7.327940898,24.0,0.526310366,5.0,10.0,0.481305902,20.33171861,39.0,30.2168431,64.0,45.07299438,7.0,11.50735473,,63.0,54.0,15.43003923,0.0,45.05813881,13.73628408,91.91246904,5.0,1.0,76.0,11.75865321,1.0,12.0,6.0,8.0,96.0,94.0,65.56306247,J0085,J0159,  ,  
7609,C7610,公司1,10000,10.0,68.0,12.76609984,171.0,0.740388446,1.0,3.0,24.0,27.01576069,40.0,0.746830773,2.0,41.0,3.128247367,21.00563037,77.0,18.16932496,1.0,83.41711024,15.0,12.99126296,,61.0,70.0,4.289771335,0.0,43.32972071,16.84135225,90.98237309,1.0,1.0,40.0,10.43894481,1.0,10.0,4.0,3.0,71.0,87.0,71.38182908,  ,  ,  ,  
6470,C6471,公司9,817216,7.0,29.0,26.37869285,111.0,0.4057201,1.0,1.0,,22.23665738,8.0,0.383118673,9.0,11.0,3.54551194,5.956261255,91.0,12.1556637,20.0,81.50106338,2.0,11.79416278,,44.0,55.0,6.390665421,0.0,47.09661803,2.161503801,89.8151805,4.0,1.0,84.0,15.29545105,1.0,9.0,2.0,10.0,49.0,49.0,24.56189131,J0167,J0024,  ,  
4292,C4293,公司16,2585664,9.0,60.0,16.20968529,30.0,0.111132851,1.0,17.0,43.0,25.58628455,36.0,0.450176427,8.0,46.0,7.534311223,33.09427028,2.0,19.47760124,63.0,44.77798719,9.0,7.287593803,,79.0,9.0,18.06600025,0.0,40.55861781,6.012318133,9.831029751,1.0,1.0,81.0,14.46635146,1.0,9.0,6.0,9.0,61.0,26.0,27.73917018,J0094,  ,  ,  
10415,C10416,公司11,1221025,2.0,46.0,1.403885568,7.0,0.171703728,1.0,2.0,39.0,26.41466684,3.0,0.24792529,4.0,10.0,11.47760329,10.94185765,66.0,31.50758188,38.0,51.05844046,18.0,0.036486199,,40.0,44.0,7.596147194,0.0,83.89904502,19.12351441,63.76376475,1.0,1.0,86.0,8.537544241,1.0,3.0,2.0,7.0,50.0,70.0,67.89143952,  ,  ,  ,  
4415,C4416,公司18,3272481,11.0,47.0,23.41345882,171.0,0.538340207,1.0,11.0,29.0,22.75393763,59.0,0.298574182,11.0,32.0,10.49463735,23.1404365,86.0,31.55724809,43.0,77.51113252,16.0,17.46495358,,74.0,1.0,9.354445774,0.0,55.89665661,2.957075753,22.20010126,3.0,1.0,84.0,14.16536466,1.0,10.0,5.0,9.0,88.0,19.0,90.9831712,  ,  ,  ,  
9278,C9279,公司20,4040100,2.0,64.0,30.91323174,94.0,0.884252173,1.0,2.0,154.0,15.53035347,44.0,0.125122344,10.0,34.0,7.059700938,,39.0,29.21928598,3.0,40.7542882,13.0,18.64204293,,80.0,18.0,5.069742437,0.0,66.80114177,,53.71415289,1.0,1.0,45.0,3.304201372,1.0,6.0,4.0,11.0,22.0,85.0,20.67241756,J0014,J0104,  ,  
7144,C7145,公司13,1705636,3.0,41.0,2.835967573,101.0,0.382635861,1.0,12.0,85.0,13.7591928,69.0,0.977279005,6.0,64.0,19.39066311,5.727848665,80.0,8.577128661,87.0,66.61399539,6.0,15.18847622,,50.0,26.0,9.086347432,0.0,36.80600454,0.737662315,5.624361418,5.0,1.0,78.0,0.496515537,1.0,11.0,3.0,9.0,35.0,8.0,77.78850007,  ,  ,  ,  
11055,C11056,公司10,1010025,,51.0,27.41872692,194.0,,1.0,15.0,79.0,8.136993067,22.0,0.491017895,3.0,44.0,2.25849034,28.47183505,79.0,7.67216448,16.0,61.67721573,6.0,6.009811255,,999999999.0,11.0,2.853411003,0.0,45.17928971,13.52389505,28.77245628,2.0,1.0,77.0,9.094690546,1.0,11.0,6.0,1.0,55.0,10.0,85.57188896,  ,  ,  ,  
3614,C3615,公司18,3272481,2.0,38.0,27.11708475,41.0,0.311720978,1.0,12.0,34.0,25.67826456,39.0,0.41132398,7.0,54.0,7.116662329,,28.0,25.46463599,80.0,89.08164615,13.0,14.47127166,,65.0,44.0,4.590439201,0.0,42.83694269,18.42291145,11.31284406,5.0,1.0,8.0,14.47048073,1.0,12.0,2.0,10.0,60.0,37.0,43.94398815,J0170,J0189,J0045,  
2213,C2214,公司13,1705636,12.0,62.0,25.97204327,139.0,0.846499051,1.0,9.0,76.0,32.30371574,13.0,0.186095416,7.0,36.0,15.34082203,24.5884525,73.0,16.84189992,73.0,63.53927567,15.0,16.44999643,,8.0,66.0,,0.0,39.06576274,14.17957131,24.72193662,5.0,1.0,78.0,7.521553389,1.0,11.0,5.0,2.0,96.0,73.0,72.14101133,J0093,  ,  ,  
8753,C8754,公司6,363609,8.0,20.0,25.42239749,161.0,0.632709464,1.0,8.0,18.0,11.21656275,54.0,0.967484773,11.0,4.0,10.70489847,,60.0,0.142127043,41.0,34.64496481,5.0,14.1279059,,76.0,64.0,5.216857851,0.0,3.037159615,13.6176863,30.30013903,2.0,1.0,70.0,19.77585168,1.0,2.0,3.0,8.0,90.0,89.0,57.15026381,  ,  ,  ,  
5803,C5804,公司17,2917264,10.0,68.0,2.249238406,119.0,0.392952819,1.0,18.0,52.0,20.34484171,26.0,0.29153576,2.0,25.0,15.34152765,14.82988963,95.0,19.45549495,57.0,76.30959178,16.0,3.231734488,,63.0,64.0,15.03991439,0.0,68.30625612,10.82472981,52.11306208,1.0,1.0,94.0,11.46975081,1.0,5.0,2.0,8.0,65.0,83.0,63.52052068,  ,  ,  ,  
9574,C9575,公司17,2917264,10.0,14.0,7.312039075,121.0,0.531498269,1.0,2.0,47.0,24.78665392,70.0,0.123733949,10.0,48.0,,,25.0,25.56859478,70.0,56.60341914,13.0,9.547312288,,6.0,,3.88544344,0.0,64.20590931,2.721401844,25.85448656,2.0,1.0,45.0,16.59819534,1.0,1.0,5.0,1.0,52.0,44.0,34.51565886,  ,  ,  ,  
4301,C4302,公司16,2585664,10.0,12.0,19.28047543,115.0,0.521537278,1.0,2.0,55.0,32.90108709,61.0,0.724687556,6.0,9.0,14.19852068,,51.0,9.11421798,29.0,10.17951621,9.0,18.34660066,,21.0,16.0,15.04787439,0.0,0.873229933,4.224941052,65.14293663,5.0,1.0,5.0,9.861878837,1.0,5.0,1.0,5.0,29.0,8.0,,J0127,J0086,  ,  
2111,C2112,公司20,4040100,9.0,15.0,2.674856818,73.0,0.148006932,1.0,8.0,126.0,0.740313587,2.0,0.092423013,8.0,52.0,19.88736512,,24.0,22.48217587,92.0,58.74363088,1.0,18.39388444,,45.0,16.0,15.53317648,0.0,14.5030177,7.630480218,46.10357035,2.0,1.0,25.0,16.49851708,1.0,11.0,7.0,5.0,85.0,68.0,72.90657212,  ,  ,  ,  
6578,C6579,公司8,646416,5.0,31.0,19.43112644,188.0,0.027921322,1.0,14.0,74.0,15.00838159,11.0,0.049403895,2.0,13.0,15.94809328,19.37145537,52.0,12.3352928,35.0,53.48512896,2.0,5.043139198,,96.0,22.0,14.35817866,0.0,20.04189487,5.105841674,61.59328941,3.0,1.0,90.0,11.07667938,1.0,6.0,6.0,7.0,47.0,84.0,21.58287299,  ,  ,  ,  
10869,C10870,公司17,2917264,10.0,59.0,3.005753523,129.0,0.273034235,,11.0,89.0,3.615294735,18.0,0.644588355,10.0,28.0,18.25544976,21.22167031,19.0,14.36446834,83.0,79.50254014,11.0,7.341759588,,83.0,35.0,18.95850532,0.0,66.24003556,4.170886686,41.10867654,,1.0,7.0,1.45953458,1.0,11.0,1.0,12.0,67.0,12.0,33.4483286,  ,  ,  ,  
11331,C11332,公司16,2585664,4.0,61.0,20.03891335,11.0,0.236864645,1.0,3.0,17.0,31.82614134,10.0,0.411955297,5.0,15.0,8.973784303,19.404922,72.0,0.460175066,93.0,50.92229732,11.0,11.70212219,,42.0,29.0,2.236675501,0.0,68.78340169,17.36413367,1.596043231,1.0,1.0,74.0,2.79711922,1.0,8.0,6.0,12.0,89.0,,81.08437399,  ,  ,  ,  
9378,C9379,公司8,646416,10.0,41.0,33.45299421,112.0,0.181266622,1.0,18.0,117.0,27.87911137,46.0,0.355256852,4.0,6.0,0.281396055,10.28287289,43.0,10.07863825,15.0,11.93843125,13.0,4.437928252,,9.0,46.0,0.151895732,0.0,64.48753466,11.10250905,69.05620824,3.0,1.0,61.0,5.261070674,1.0,2.0,5.0,12.0,94.0,39.0,80.17402375,J0011,J0127,  ,  
10836,C10837,公司5,252004,10.0,64.0,0.342902264,65.0,0.308303701,1.0,11.0,114.0,20.75481248,18.0,0.702815217,7.0,29.0,6.586483614,26.87037169,79.0,33.64614612,42.0,65.58612286,7.0,8.475712593,,25.0,58.0,15.42774219,0.0,52.79860788,17.46927832,89.42121884,1.0,1.0,91.0,17.72053413,1.0,2.0,2.0,12.0,88.0,74.0,51.98993835,  ,  ,  ,  
9690,C9691,公司12,1454436,4.0,57.0,16.64526809,163.0,0.523562349,1.0,18.0,86.0,20.19992542,45.0,0.679457762,7.0,10.0,8.633572553,2.363948445,48.0,9.157106769,35.0,58.76712248,11.0,4.695948823,,11.0,18.0,4.565551123,0.0,56.38016785,13.00684536,76.79717945,2.0,1.0,68.0,16.02624695,1.0,9.0,2.0,9.0,42.0,70.0,74.30018718,J0078,  ,  ,  
