,客户编号,客户公司名称,客户公司编号,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,第一选择基金,第二选择基金,第三选择基金,第四选择基金
11097,C11098,公司17,2917264,6.0,24.0,4.633441116,134.0,0.50915615,1.0,15.0,16.0,29.18586837,19.0,0.482404892,8.0,63.0,18.99342675,5.9473967,70.0,15.0319745,87.0,79.01419417,10.0,12.25066298,,14.0,3.0,17.28972971,0.0,58.58004878,11.13279202,2.514534694,1.0,1.0,91.0,0.682032983,1.0,6.0,3.0,4.0,54.0,22.0,13.2409803,J0098,  ,  ,  
7698,C7699,公司10,1010025,7.0,43.0,31.88213495,44.0,0.012823454,1.0,1.0,11.0,28.95202205,46.0,0.815695657,6.0,25.0,18.25518448,1.598275423,80.0,17.67234346,42.0,42.23225718,18.0,14.02306037,,95.0,,15.5568715,0.0,10.59302318,3.692838734,31.68286715,2.0,1.0,,8.200096376,1.0,4.0,3.0,7.0,25.0,94.0,34.30617456,J0158,J0075,  ,  
8079,C8080,公司19,3644281,12.0,19.0,32.51676011,202.0,0.797511973,1.0,2.0,158.0,20.98396447,42.0,0.423635564,3.0,41.0,7.102228383,2.203145468,70.0,2.662158021,69.0,40.00973472,7.0,3.75229856,,25.0,10.0,2.450386796,0.0,73.97664337,10.29874232,66.13731666,4.0,1.0,86.0,15.7757125,1.0,4.0,6.0,1.0,21.0,27.0,83.59048067,J0171,  ,  ,  
8982,C8983,公司13,1705636,7.0,54.0,13.1857078,61.0,0.107395044,1.0,8.0,191.0,18.09695593,48.0,0.648959752,5.0,21.0,2.391656969,0.148737067,10.0,3.39412741,3.0,87.70947654,1.0,6.894228419,,84.0,43.0,18.48052694,0.0,4.905225475,10.26482884,42.29758707,1.0,1.0,64.0,16.02898518,1.0,4.0,3.0,10.0,87.0,70.0,7.174094904,J0173,  ,  ,  
6311,C6312,公司6,363609,999999999.0,46.0,29.02078572,18.0,0.001091982,1.0,1.0,148.0,11.99842377,33.0,0.630117812,1.0,53.0,2.389364041,17.45061505,51.0,22.29598064,4.0,45.44019368,2.0,6.738839399,,88.0,4.0,17.09196477,0.0,9.448131544,6.82626025,87.20249692,4.0,1.0,36.0,11.21727334,1.0,,1.0,9.0,53.0,4.0,26.26877016,J0018,  ,  ,  
214,C0215,公司12,1454436,11.0,38.0,10.99677227,53.0,0.731462337,1.0,15.0,113.0,6.529435569,37.0,0.156954529,11.0,61.0,7.691180555,14.5055691,51.0,7.725812413,21.0,44.22247472,12.0,6.936541589,,81.0,27.0,5.851312414,0.0,17.25303748,18.57816494,32.19696307,3.0,1.0,22.0,3.756077873,1.0,11.0,6.0,4.0,41.0,4.0,20.61881126,  ,  ,  ,  
2986,C2987,公司4,161604,8.0,57.0,23.6943863,73.0,0.225113909,1.0,11.0,194.0,0.586998932,19.0,0.857561349,8.0,65.0,5.981572414,27.77434721,96.0,24.56135081,87.0,64.02856501,5.0,17.21504725,,9.0,25.0,9.622332105,0.0,82.81248346,8.874892243,57.28544105,4.0,1.0,17.0,1.757470021,1.0,4.0,3.0,1.0,6.0,77.0,48.40640518,J0176,  ,  ,  
9099,C9100,公司20,4040100,2.0,67.0,11.75319863,133.0,0.288275139,1.0,18.0,57.0,2.8068968,12.0,0.835892819,1.0,39.0,18.43703594,22.60012642,45.0,4.38640436,68.0,34.1138071,1.0,0.427927105,,2.0,18.0,6.279967776,0.0,39.24375922,13.70965416,12.63245402,4.0,1.0,10.0,8.621413904,1.0,6.0,1.0,2.0,78.0,5.0,61.61889641,  ,  ,  ,  
3115,C3116,公司17,2917264,7.0,61.0,18.00833414,70.0,0.573079486,1.0,16.0,13.0,16.15119062,14.0,0.322669677,7.0,17.0,12.15687859,13.20685073,59.0,23.26364368,11.0,86.34903322,2.0,0.046303771,,72.0,57.0,5.602371052,0.0,82.97103846,19.74560097,69.43660725,4.0,1.0,43.0,9.062149379,1.0,12.0,2.0,9.0,30.0,46.0,76.5047022,  ,  ,  ,  
7261,C7262,公司14,1979649,5.0,39.0,0.647833554,53.0,0.283212001,1.0,16.0,81.0,1.780335851,63.0,0.874805398,8.0,25.0,8.110554129,32.95245646,70.0,26.89140348,41.0,60.74961043,8.0,10.48444453,,18.0,38.0,1.627720198,0.0,75.67455687,0.748823502,32.35172516,1.0,1.0,16.0,10.11912762,1.0,7.0,1.0,1.0,10.0,22.0,67.72116886,  ,  ,  ,  
11101,C11102,公司5,252004,4.0,39.0,28.73479809,73.0,0.659285685,1.0,14.0,191.0,4.634955707,2.0,0.342895776,9.0,29.0,,3.93509492,4.0,10.81160916,72.0,13.89510029,2.0,3.665385678,,82.0,31.0,17.76590896,0.0,78.94731418,11.66118301,16.25571163,2.0,1.0,46.0,2.942463595,1.0,5.0,7.0,6.0,35.0,16.0,63.68442388,J0141,J0185,  ,  
6188,C6189,公司7,494209,7.0,,25.97755587,75.0,0.287124499,1.0,6.0,59.0,16.62509764,19.0,0.425247586,9.0,71.0,18.54672755,0.997026616,49.0,2.951874239,66.0,34.39461245,15.0,17.82861118,,45.0,62.0,19.13935783,0.0,69.79961351,10.12543285,35.85658654,4.0,1.0,69.0,13.00480182,1.0,9.0,6.0,5.0,3.0,42.0,28.43720374,  ,  ,  ,  
10548,C10549,公司17,2917264,5.0,8.0,30.22484333,148.0,0.903063781,1.0,16.0,23.0,14.57444865,60.0,0.257451762,6.0,3.0,12.47004287,31.04267647,38.0,27.04213783,79.0,1.891525029,14.0,10.22967913,,27.0,39.0,8.188346751,0.0,75.52691152,2.0180527,12.72888024,5.0,1.0,2.0,12.33898297,1.0,6.0,4.0,11.0,8.0,5.0,63.71020765,J0084,J0112,  ,  
6455,C6456,公司19,3644281,10.0,12.0,17.46373588,26.0,0.801821889,1.0,14.0,83.0,32.25733749,54.0,0.266276265,6.0,28.0,11.26099553,0.465026638,2.0,26.04395254,96.0,81.78152053,7.0,3.778499489,,12.0,17.0,2.506860001,0.0,75.58660948,11.0323318,20.15429925,3.0,1.0,94.0,7.883201277,1.0,8.0,6.0,7.0,45.0,20.0,37.60331165,  ,  ,  ,  
14,C0015,公司15,2271049,7.0,63.0,15.23354019,96.0,0.887550339,1.0,16.0,183.0,24.84082772,62.0,0.304728333,7.0,41.0,15.02771208,5.989205419,50.0,14.46200024,66.0,10.30387834,13.0,1.34758649,28.06997875,90.0,26.0,12.32438025,0.0,,13.71708671,58.40228476,5.0,1.0,74.0,19.33290314,1.0,8.0,4.0,10.0,9.0,15.0,87.76961316,  ,  ,  ,  
2802,C2803,公司11,1221025,8.0,51.0,-999999999.0,117.0,0.583652322,1.0,1.0,43.0,13.2339055,22.0,0.522109425,2.0,12.0,5.13493785,18.81500807,56.0,0.136476046,34.0,48.10696668,12.0,8.302306412,,8.0,48.0,11.46945921,0.0,54.44755408,18.00293594,14.20524412,3.0,1.0,37.0,7.475734434,1.0,1.0,4.0,2.0,57.0,64.0,51.50231126,J0078,  ,  ,  
11514,C11515,公司17,2917264,10.0,14.0,2.773609036,27.0,0.295160137,1.0,1.0,73.0,5.311308639,68.0,0.728361697,1.0,49.0,14.19195644,0.064079399,20.0,33.05477663,10.0,38.34399735,18.0,18.07439533,,18.0,7.0,2.346964905,0.0,74.36955403,8.052230142,47.72495681,2.0,1.0,95.0,1.877779332,1.0,5.0,1.0,7.0,89.0,37.0,56.32517482,  ,  ,  ,  
1701,C1702,公司2,40401,,35.0,4.306020809,145.0,0.821177018,1.0,4.0,87.0,22.42862513,49.0,0.631606817,9.0,67.0,17.96728379,21.71368287,95.0,33.03077423,75.0,88.47489567,8.0,19.66563766,,79.0,17.0,15.92736901,0.0,47.69256401,8.264994222,12.63664106,4.0,1.0,43.0,13.38236601,1.0,8.0,6.0,8.0,70.0,40.0,67.48262911,J0072,  ,  ,  
2701,C2702,公司14,1979649,7.0,37.0,23.05184421,81.0,0.120678966,1.0,16.0,68.0,33.84817636,27.0,0.086746526,6.0,66.0,4.387088539,16.1910256,18.0,22.18924208,64.0,31.23695188,1.0,2.161272888,,70.0,43.0,0.208764063,0.0,67.08522662,10.89375818,73.11592461,5.0,1.0,76.0,0.910003718,1.0,9.0,7.0,4.0,75.0,41.0,39.38679599,  ,  ,  ,  
1320,C1321,公司17,2917264,7.0,27.0,1.118676087,13.0,0.188222651,1.0,6.0,94.0,30.48500847,,0.258533048,11.0,50.0,1.554702698,27.10616532,80.0,16.32856089,80.0,90.48211855,11.0,8.018379039,,24.0,38.0,8.951722731,0.0,25.6574911,1.413688697,86.2177752,,1.0,90.0,10.220322,1.0,6.0,7.0,12.0,58.0,43.0,63.65498142,  ,  ,  ,  
10080,C10081,公司4,161604,3.0,42.0,15.56412144,9.0,0.363392951,1.0,9.0,59.0,26.93979784,35.0,0.032540251,5.0,47.0,19.25315566,12.42812052,29.0,32.52827238,53.0,70.07077578,11.0,18.70746964,,60.0,52.0,15.00333413,0.0,80.13745692,17.21819752,49.10863905,5.0,1.0,78.0,4.445776488,1.0,1.0,4.0,7.0,1.0,90.0,74.98176204,  ,  ,  ,  
10140,C10141,公司8,646416,3.0,32.0,16.14314613,162.0,0.828259916,1.0,1.0,86.0,6.624398144,22.0,0.895965515,11.0,25.0,11.6800705,6.690000421,83.0,6.888678542,24.0,66.20699305,1.0,1.764854805,,15.0,12.0,3.021075579,0.0,30.07713326,2.299422539,69.45975417,2.0,1.0,44.0,3.595003172,1.0,2.0,2.0,11.0,95.0,6.0,83.18430965,  ,  ,  ,  
8062,C8063,公司14,1979649,8.0,2.0,31.59942666,37.0,0.268160753,1.0,17.0,131.0,20.86178278,64.0,0.529659833,2.0,32.0,17.32913054,10.55071315,35.0,32.53480438,49.0,2.94222651,2.0,5.562978002,,13.0,28.0,5.859884696,0.0,28.51706766,14.78575242,1.220607299,3.0,1.0,65.0,15.70016043,1.0,7.0,4.0,5.0,77.0,16.0,42.81158398,  ,  ,  ,  
5028,C5029,公司8,646416,12.0,11.0,3.976569557,131.0,0.686338995,1.0,7.0,94.0,23.02312618,1.0,0.751723407,8.0,44.0,13.76206142,7.775443028,75.0,20.49006585,83.0,47.41683153,10.0,16.92847259,,57.0,13.0,1.748234337,0.0,31.79595743,14.60997562,54.41436451,1.0,1.0,29.0,8.017170876,1.0,7.0,7.0,2.0,42.0,19.0,83.04342978,  ,  ,  ,  
518,C0519,公司20,4040100,1.0,22.0,7.333646814,159.0,0.585442875,,12.0,141.0,17.79808185,16.0,0.603885352,7.0,11.0,19.26485488,24.21848709,6.0,27.89117942,61.0,23.22284211,3.0,8.452861752,,40.0,58.0,17.77610818,0.0,12.05903872,9.736167168,39.47563885,5.0,1.0,9.0,18.90187339,1.0,11.0,1.0,2.0,13.0,88.0,73.9204319,  ,  ,  ,  
10443,C10444,公司5,252004,1.0,26.0,3.505334631,184.0,0.307517738,1.0,13.0,96.0,15.44460986,41.0,0.066219032,7.0,29.0,4.495574709,20.30111073,82.0,2.650015504,64.0,17.13090401,5.0,19.07541911,,55.0,6.0,14.21213191,0.0,4.095155171,7.703268658,91.75441318,1.0,1.0,77.0,2.972234552,1.0,11.0,7.0,3.0,10.0,24.0,70.13337951,J0125,J0131,  ,  
3540,C3541,公司13,1705636,7.0,19.0,6.694589062,119.0,0.77409744,1.0,17.0,47.0,9.696087116,60.0,0.958699666,12.0,66.0,8.282327227,15.87917363,66.0,31.042273,61.0,42.19420913,18.0,3.06223256,,68.0,64.0,6.847801463,0.0,9.675968113,10.83902763,26.35167278,,1.0,13.0,10.51483733,1.0,8.0,6.0,10.0,73.0,23.0,55.03690565,  ,  ,  ,  
11941,C11942,公司7,494209,8.0,8.0,14.45839469,26.0,0.342221726,1.0,1.0,182.0,26.19484912,31.0,0.452374221,7.0,14.0,9.101807106,0.159559947,14.0,25.15947304,96.0,36.42883895,9.0,15.88982238,,62.0,30.0,3.886338537,0.0,57.70718179,7.5713673,6.209002703,4.0,1.0,70.0,13.70377382,1.0,6.0,5.0,12.0,21.0,55.0,58.06063687,  ,  ,  ,  
11835,C11836,公司8,646416,10.0,3.0,12.0068267,78.0,0.361982538,1.0,17.0,131.0,30.68167628,19.0,0.363067406,8.0,30.0,3.592669597,8.2564131,19.0,22.2823974,57.0,74.99421205,7.0,16.94440281,,26.0,61.0,15.64530191,0.0,36.8470534,15.3429732,47.00254622,2.0,1.0,52.0,6.9834132,1.0,10.0,3.0,4.0,33.0,50.0,62.85741786,  ,  ,  ,  
10458,C10459,公司2,40401,8.0,52.0,16.07367072,152.0,0.127464632,1.0,7.0,184.0,23.73657843,61.0,0.505537318,9.0,42.0,1.275740542,11.85509994,88.0,6.642235741,89.0,39.51985957,,3.452726724,,44.0,57.0,18.80655973,0.0,54.86770314,4.074419044,78.80404568,5.0,1.0,65.0,9.598460519,1.0,4.0,6.0,1.0,26.0,18.0,20.76768986,  ,  ,  ,  
4410,C4411,公司19,3644281,1.0,67.0,24.39706979,69.0,0.813493084,1.0,17.0,105.0,7.51001703,57.0,0.086340523,1.0,38.0,9.416731837,31.60382137,90.0,18.58933328,87.0,32.63723795,12.0,10.92016147,,13.0,71.0,0.415037106,0.0,30.42282034,15.74203647,66.61459161,1.0,1.0,1.0,3.795599093,1.0,5.0,7.0,2.0,8.0,63.0,34.29620615,  ,  ,  ,  
5700,C5701,公司5,252004,11.0,19.0,1.67307736,16.0,0.400041445,1.0,14.0,42.0,33.65094265,51.0,0.09339405,8.0,31.0,0.518761041,26.43038842,8.0,13.04356596,83.0,62.21870083,12.0,11.05054849,,45.0,28.0,14.40910988,0.0,30.51340689,17.57943409,41.91924097,2.0,1.0,12.0,18.75646165,1.0,8.0,7.0,7.0,24.0,34.0,2.986852661,  ,  ,  ,  
2380,C2381,公司16,2585664,1.0,55.0,32.85553508,24.0,0.32753124,1.0,16.0,36.0,4.255077127,10.0,0.481872329,9.0,67.0,19.07907111,13.62860486,58.0,25.7469504,17.0,50.73430437,12.0,14.62180346,,3.0,24.0,6.555599913,0.0,1.870549733,5.157465518,32.68946853,5.0,,91.0,8.681576736,1.0,9.0,5.0,7.0,64.0,27.0,80.01542667,J0048,  ,  ,  
2102,C2103,公司19,3644281,7.0,9.0,14.96481243,133.0,,1.0,4.0,186.0,16.40580287,3.0,0.407186446,1.0,50.0,19.63288336,29.62328967,71.0,1.500124435,61.0,72.72543968,4.0,18.53702707,,19.0,34.0,16.52058049,0.0,13.29300785,14.98739353,91.5326439,4.0,1.0,31.0,8.881374805,1.0,2.0,1.0,11.0,27.0,50.0,,  ,  ,  ,  
6830,C6831,公司17,2917264,3.0,14.0,2.790326807,,0.483594081,1.0,13.0,195.0,20.04322705,59.0,0.348306186,6.0,28.0,6.067755021,32.06853046,94.0,1.602502324,92.0,23.13173889,16.0,11.97748131,,,8.0,16.89790675,0.0,24.05197639,14.93875467,19.31807021,4.0,1.0,78.0,4.787235763,1.0,11.0,6.0,3.0,19.0,93.0,22.68033279,  ,  ,  ,  
6906,C6907,公司6,363609,8.0,51.0,28.65625527,198.0,0.031894913,1.0,3.0,39.0,12.23971923,29.0,0.78489762,11.0,5.0,17.81263452,29.86703918,11.0,27.44835416,30.0,65.35587471,3.0,18.19572353,,14.0,6.0,8.769314439,0.0,63.69799497,7.01739491,85.69402465,3.0,1.0,57.0,7.645924685,1.0,1.0,3.0,9.0,35.0,41.0,37.33937671,  ,  ,  ,  
7845,C7846,公司8,646416,4.0,25.0,16.39545742,3.0,0.701939457,1.0,7.0,24.0,26.58726911,20.0,0.046172693,12.0,15.0,10.76546893,13.21519626,31.0,5.001476912,32.0,36.70533894,13.0,7.342500748,,37.0,71.0,16.10904477,0.0,72.85247375,9.181682936,26.13099079,4.0,1.0,33.0,12.8377871,1.0,3.0,7.0,11.0,84.0,33.0,3.669246679,J0088,  ,  ,  
10095,C10096,公司18,3272481,8.0,7.0,3.362064913,149.0,0.966831365,1.0,10.0,107.0,12.40198874,24.0,0.743708926,11.0,49.0,15.80509563,30.77622733,26.0,8.44608219,20.0,64.65862898,13.0,18.22758661,,77.0,28.0,2.311020046,0.0,44.89354427,,89.46415683,3.0,1.0,27.0,2.603473567,1.0,6.0,6.0,4.0,54.0,72.0,8.684706072,  ,  ,  ,  
10820,C10821,公司8,646416,2.0,52.0,25.0393218,135.0,0.259863805,1.0,3.0,39.0,20.19938986,70.0,0.810458666,1.0,46.0,4.859784494,18.64359208,96.0,16.78218994,68.0,2.109316382,16.0,16.93264031,,6.0,69.0,15.74776388,0.0,31.16686106,4.349907261,34.59439998,5.0,-999999999.0,10.0,18.87410483,1.0,6.0,6.0,2.0,66.0,86.0,51.17567793,J0076,  ,  ,  
1643,C1644,公司17,2917264,3.0,10.0,13.44771281,119.0,0.937041625,1.0,13.0,81.0,33.14444187,28.0,0.053618328,2.0,19.0,1.799789949,27.97914489,35.0,29.91285565,42.0,20.06024202,4.0,5.08019733,,24.0,65.0,17.01912975,0.0,88.34465845,17.3102512,90.01654302,4.0,1.0,41.0,5.731940512,1.0,5.0,5.0,12.0,69.0,21.0,4.231507405,  ,  ,  ,  
31,C0032,公司11,1221025,2.0,50.0,7.412523502,44.0,0.717213824,1.0,1.0,97.0,27.10209264,4.0,,9.0,26.0,4.990298038,13.48306016,83.0,4.148943402,55.0,67.66456514,17.0,6.363506577,,39.0,41.0,3.193436627,0.0,45.44531139,7.079487779,42.60377161,1.0,1.0,61.0,10.8436673,1.0,10.0,6.0,12.0,33.0,96.0,43.18880788,  ,  ,  ,  
2227,C2228,公司11,1221025,1.0,11.0,0.117972351,7.0,0.485682954,1.0,10.0,55.0,30.7337549,20.0,0.537321059,10.0,54.0,16.13206984,19.25112613,18.0,15.75644429,83.0,31.85948253,1.0,13.58726764,,62.0,51.0,6.97696905,0.0,6.57140512,6.580517603,32.60153632,5.0,1.0,25.0,9.572448795,1.0,9.0,6.0,12.0,62.0,9.0,39.63814508,  ,  ,  ,  
9291,C9292,公司16,2585664,5.0,28.0,31.9759865,74.0,0.552606116,1.0,11.0,164.0,6.281214528,42.0,0.998286001,4.0,16.0,18.91044045,31.18738696,73.0,11.74826716,31.0,90.43668766,15.0,6.808123164,,56.0,41.0,18.12520619,0.0,76.83004506,8.096049235,84.09196933,4.0,1.0,8.0,17.01621943,1.0,11.0,1.0,11.0,87.0,15.0,11.4716807,  ,  ,  ,  
10504,C10505,公司3,90601,3.0,39.0,7.343213812,177.0,0.040078669,1.0,17.0,114.0,33.65537483,70.0,0.270456328,6.0,14.0,19.17845648,4.552540806,39.0,22.98875673,39.0,71.52109764,18.0,14.1403446,,76.0,7.0,7.100475788,0.0,19.61991325,17.67335565,61.39762403,3.0,1.0,17.0,2.29959271,1.0,4.0,1.0,,34.0,80.0,24.19872729,J0198,  ,  ,  
7171,C7172,公司14,1979649,1.0,64.0,15.69536373,12.0,0.887875121,1.0,15.0,108.0,9.837125566,68.0,0.634717198,8.0,15.0,8.12047538,23.28356849,32.0,4.875247904,62.0,41.45653389,3.0,17.0731747,,22.0,59.0,5.660178705,0.0,78.66084363,15.21883943,77.98019909,1.0,1.0,5.0,13.98359625,1.0,9.0,2.0,1.0,79.0,77.0,17.49039469,  ,  ,  ,  
1791,C1792,公司12,1454436,4.0,43.0,6.238077694,140.0,0.473280356,1.0,18.0,169.0,,23.0,0.954194481,999999999.0,25.0,8.51445111,19.57694691,23.0,5.428339789,41.0,12.77820086,6.0,14.44526872,,46.0,57.0,19.88908182,0.0,40.90799941,1.382912474,43.01717627,2.0,1.0,45.0,10.76696343,1.0,9.0,5.0,12.0,80.0,83.0,16.39561062,  ,  ,  ,  
5398,C5399,公司12,1454436,6.0,66.0,6.331311895,186.0,0.893753125,1.0,,137.0,12.01285957,64.0,0.653408067,6.0,29.0,10.7510132,19.38596986,93.0,4.391899521,75.0,41.3812624,14.0,13.42040434,,51.0,51.0,15.88628934,0.0,28.46500869,19.89447873,19.17794479,5.0,1.0,60.0,6.501736518,1.0,12.0,2.0,2.0,7.0,50.0,40.16120129,J0145,  ,  ,  
7172,C7173,公司5,252004,3.0,67.0,6.209043055,149.0,0.552615287,1.0,6.0,59.0,,22.0,,8.0,42.0,13.23409214,9.706464541,37.0,2.9004538,4.0,76.43404423,11.0,15.78009325,,34.0,-999999999.0,4.570385854,0.0,11.72380353,19.64956581,56.14386043,2.0,1.0,5.0,10.55827324,1.0,5.0,6.0,7.0,35.0,27.0,14.27841031,J0191,  ,  ,  
673,C0674,公司13,1705636,3.0,36.0,20.69267612,31.0,0.258663883,1.0,2.0,79.0,12.56910222,53.0,0.013483889,5.0,20.0,19.48131072,14.76827416,91.0,31.9172485,14.0,59.28191124,16.0,3.253350038,,40.0,29.0,2.733180647,0.0,29.80495358,4.343982817,58.39082072,4.0,1.0,66.0,3.005937111,1.0,4.0,2.0,5.0,8.0,71.0,80.17803791,  ,  ,  ,  
50,C0051,公司16,2585664,9.0,60.0,33.37744395,105.0,0.130532511,1.0,9.0,28.0,20.64441662,38.0,0.215610796,5.0,35.0,15.87045279,0.17684661,40.0,8.08389068,79.0,12.0259859,-999999999.0,6.69866918,,81.0,14.0,5.704518334,0.0,44.48137246,9.922465753,52.46928785,2.0,1.0,86.0,8.682137008,1.0,12.0,1.0,8.0,66.0,29.0,67.4867177,J0131,  ,  ,  
483,C0484,公司8,646416,11.0,44.0,19.61627675,82.0,0.805278437,1.0,18.0,187.0,25.45137562,51.0,0.038531296,3.0,54.0,0.975320773,7.136948559,87.0,0.106735228,95.0,29.64602445,4.0,3.271532906,,14.0,17.0,6.510116907,0.0,15.65453554,6.506910475,75.36565929,2.0,,2.0,9.997220727,,12.0,2.0,6.0,50.0,72.0,84.79575157,  ,  ,  ,  
1923,C1924,公司18,3272481,1.0,65.0,20.79858038,57.0,0.180180963,1.0,18.0,189.0,7.168570606,17.0,0.485666467,1.0,35.0,3.595946169,15.91038356,11.0,12.17739574,53.0,77.30349147,8.0,12.54707987,,84.0,39.0,9.750303887,0.0,28.26378183,14.70503435,68.69246716,4.0,1.0,82.0,6.771205119,1.0,12.0,2.0,12.0,83.0,17.0,23.06219882,  ,  ,  ,  
11779,C11780,公司1,10000,10.0,16.0,18.16481201,59.0,0.792227236,1.0,5.0,119.0,5.535282545,7.0,0.644637853,2.0,19.0,4.290615154,11.93780371,12.0,11.73900328,68.0,81.08353643,1.0,19.64879786,,76.0,71.0,9.904407731,0.0,2.831946544,3.675262906,43.5360321,4.0,1.0,60.0,14.73193921,1.0,3.0,6.0,8.0,13.0,95.0,17.65771988,  ,  ,  ,  
9221,C9222,公司11,1221025,5.0,65.0,5.81780893,153.0,0.888401104,1.0,7.0,74.0,32.77975625,46.0,0.37323302,8.0,30.0,19.03575028,17.57613001,52.0,31.98536297,22.0,59.78512652,14.0,16.53319768,,68.0,24.0,,0.0,,14.40415022,29.50116104,3.0,1.0,54.0,6.394139668,1.0,8.0,6.0,6.0,19.0,92.0,79.60321889,  ,  ,  ,  
10515,C10516,公司10,1010025,4.0,14.0,18.70913906,43.0,0.447294021,1.0,8.0,90.0,20.62356102,68.0,0.320897719,9.0,43.0,0.972247025,0.777885288,43.0,,67.0,9.111151208,8.0,3.413159638,,66.0,67.0,13.61254201,0.0,11.64144019,1.007203678,38.33628371,2.0,1.0,24.0,13.96268276,1.0,11.0,6.0,8.0,56.0,19.0,,  ,  ,  ,  
927,C0928,公司17,2917264,5.0,47.0,33.39671799,97.0,0.008055316,1.0,12.0,145.0,23.29512277,12.0,0.415900059,1.0,11.0,13.29776402,32.583381,68.0,3.299362868,46.0,31.0593116,3.0,,,78.0,63.0,14.61345088,0.0,29.2646387,13.15333579,4.268824908,1.0,1.0,70.0,12.52260511,1.0,8.0,3.0,11.0,12.0,72.0,12.84921437,  ,  ,  ,  
5531,C5532,公司3,90601,9.0,54.0,14.90424347,192.0,0.220255408,1.0,15.0,152.0,1.495430754,62.0,0.190331056,7.0,51.0,16.3095604,10.20282496,41.0,28.77819064,95.0,78.2091126,2.0,4.095750821,,75.0,59.0,19.03810109,0.0,51.63118658,3.72022842,9.822918187,4.0,1.0,42.0,2.166880374,1.0,7.0,4.0,11.0,54.0,44.0,75.53076556,  ,  ,  ,  
4919,C4920,公司2,40401,4.0,36.0,3.476948076,69.0,0.601817728,1.0,5.0,86.0,30.68436437,50.0,0.584182512,8.0,3.0,10.36638582,16.34744268,77.0,7.34430453,78.0,5.990951224,18.0,0.673248675,,82.0,17.0,6.489036167,0.0,71.02869263,5.621476599,86.48188586,1.0,1.0,63.0,1.394830855,1.0,9.0,1.0,6.0,74.0,61.0,22.10515519,  ,  ,  ,  
8498,C8499,公司14,1979649,8.0,3.0,15.42463803,186.0,0.684798278,1.0,15.0,34.0,24.04855578,67.0,0.36478414,3.0,30.0,,0.433193507,32.0,6.60670214,10.0,67.85409545,7.0,6.029479141,,71.0,57.0,6.511251108,0.0,76.23769471,10.27988998,87.82577156,5.0,1.0,52.0,13.51558637,1.0,7.0,2.0,1.0,60.0,61.0,40.62399147,J0113,  ,  ,  
1950,C1951,公司10,1010025,6.0,4.0,11.65822444,120.0,0.377129796,1.0,11.0,66.0,19.47789835,51.0,0.02848332,9.0,36.0,5.61665139,32.27608037,54.0,26.78984007,50.0,31.93589867,2.0,6.402288837,,3.0,69.0,5.490219715,0.0,81.02245941,15.69946229,46.53686297,5.0,1.0,41.0,8.656681641,1.0,9.0,4.0,12.0,43.0,89.0,89.70313007,J0017,  ,  ,  
8075,C8076,公司2,40401,4.0,62.0,12.67954743,151.0,0.226160769,1.0,12.0,174.0,29.08069497,65.0,0.925059223,3.0,44.0,13.90529007,12.07685524,62.0,1.742830837,9.0,48.62421206,13.0,8.576396359,,70.0,57.0,18.74330387,0.0,54.02192361,8.45109152,1.700192558,5.0,1.0,80.0,1.333832379,1.0,10.0,3.0,9.0,74.0,70.0,28.25457174,J0198,J0183,J0077,J0134
2167,C2168,公司5,252004,7.0,59.0,31.74383196,134.0,0.170220737,1.0,9.0,130.0,7.194964946,25.0,0.840610633,10.0,44.0,11.33749859,21.17566285,73.0,1.141061574,61.0,4.402690134,10.0,4.07030706,,80.0,39.0,12.78081512,0.0,20.56465507,5.61441227,12.14361507,5.0,1.0,29.0,8.180620914,1.0,12.0,2.0,7.0,22.0,84.0,46.81090229,  ,  ,  ,  
7068,C7069,公司11,1221025,999999999.0,2.0,31.48585463,78.0,0.930183917,1.0,9.0,32.0,9.494099126,47.0,0.010111945,10.0,12.0,15.00143677,5.470106817,65.0,11.78113162,21.0,3.106921504,16.0,3.381818959,,17.0,30.0,8.210814174,0.0,61.56398438,5.606903428,58.58864755,2.0,1.0,30.0,19.58503179,1.0,12.0,4.0,11.0,33.0,78.0,80.47536674,  ,  ,  ,  
4924,C4925,公司17,2917264,10.0,37.0,29.05220609,85.0,0.315771732,1.0,9.0,,30.06936779,14.0,0.874625047,8.0,6.0,9.14231108,,96.0,20.38174109,60.0,54.24811616,6.0,16.69831787,,70.0,14.0,2.514249348,0.0,14.71060983,8.782599737,31.65436811,2.0,1.0,74.0,17.51610869,1.0,9.0,5.0,7.0,51.0,60.0,74.34786997,  ,  ,  ,  
8384,C8385,公司6,363609,1.0,46.0,32.27091554,122.0,0.092820846,1.0,18.0,165.0,2.450543084,28.0,0.870215431,3.0,23.0,14.51878136,5.066762883,59.0,7.415452523,26.0,18.82437901,5.0,2.503519002,,66.0,63.0,16.18704043,0.0,63.96835235,5.538710332,38.77670578,3.0,1.0,66.0,4.823781659,1.0,11.0,2.0,9.0,31.0,29.0,16.63088529,  ,  ,  ,  
